Reaction id	Reaction name	stoichiometry	Genes
rxn00539_c0	ethanolamine ammonia-lyase (acetaldehyde-forming)	cpd00162_c0 --> cpd00013_c0 + cpd00071_c0	6666666.653812.peg.4636;
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)	cpd00064_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00118_c0	6666666.653812.peg.1328;6666666.653812.peg.2071;
rxn03142_c0	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide cis-trans-isomerase	cpd02864_c0 <=> cpd02880_c0	6666666.653812.peg.3658;6666666.653812.peg.176;
rxn05346_c0	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11464_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11486_c0 + cpd11493_c0	6666666.653812.peg.1685;6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn09209_c0	Phosphatidylserine syntase (n-C16:1)	cpd00054_c0 + cpd15418_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15556_c0	6666666.653812.peg.4873;
rxn03887_c0	galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)	cpd00652_c0 --> cpd00001_c0 + cpd00515_c0	6666666.653812.peg.2175;
rxn05358_c0	2-methylbutanoyl-CoA:[acyl-carrier-protein] transferase	cpd00760_c0 + cpd11493_c0 <=> cpd00010_c0 + cpd00067_c0 + cpd11495_c0	6666666.653812.peg.1812;
rxn05408_c0	2-methylpropionyl-CoA:[acyl-carrier-protein] transferase	cpd00481_c0 + cpd11493_c0 <=> cpd00010_c0 + cpd00067_c0 + cpd11545_c0	6666666.653812.peg.1812;
rxn03903_c0	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase	cpd00286_c0 + cpd02862_c0 <=> cpd00091_c0 + cpd02948_c0	6666666.653812.peg.604;
rxn00655_c0	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)	cpd00001_c0 + cpd00003_c0 + cpd01489_c0 <=> cpd00004_c0 + cpd00020_c0 + cpd00067_c0 + cpd00085_c0	6666666.653812.peg.4532;
rxn03958_c0	1-Deoxy-D-xylulose-5-phosphate isomeroreductase	cpd00006_c0 + cpd08286_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd08289_c0	666666.653812.peg.4136;
rxn00506_c0	Acetaldehyde:NAD+ oxidoreductase	cpd00001_c0 + cpd00003_c0 + cpd00071_c0 --> cpd00004_c0 + cpd00029_c0 + 2.0 cpd00067_c0	6666666.653812.peg.3324;6666666.653812.peg.4936;6666666.653812.peg.4722;6666666.653812.peg.5153;6666666.653812.peg.5123;6666666.653812.peg.1292;6666666.653812.peg.1085;6666666.653812.peg.2425;6666666.653812.peg.2039;6666666.653812.peg.4033;
rxn00305_c0	GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)	cpd00032_c0 + cpd00038_c0 --> cpd00011_c0 + cpd00031_c0 + cpd00061_c0	6666666.653812.peg.1638;6666666.653812.peg.4100;
rxn02159_c0	L-Histidinol:NAD+ oxidoreductase	cpd00003_c0 + cpd00641_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd01324_c0	6666666.653812.peg.2007;
rxn00375_c0	N-Formyl-L-glutamate amidohydrolase	cpd00001_c0 + cpd00770_c0 <=> cpd00023_c0 + cpd00047_c0	6666666.653812.peg.731;6666666.653812.peg.56;
rxn08799_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)	cpd00001_c0 + cpd15327_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd00214_c0	6666666.653812.peg.1873;
rxn07721_c0	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	cpd00270_c0 + cpd05546_c0 <=> cpd00010_c0 + cpd15088_c0	6666666.653812.peg.634;
rxn05345_c0	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11468_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11491_c0 + cpd11493_c0	6666666.653812.peg.1685;6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn00248_c0	(S)-malate:NAD+ oxidoreductase	cpd00003_c0 + cpd00130_c0 <=> cpd00004_c0 + cpd00032_c0 + cpd00067_c0	6666666.653812.peg.574;
rxn03762_c0	R05465	cpd00051_c0 + cpd00102_c0 <=> cpd00009_c0 + cpd00067_c0 + cpd04058_c0	6666666.653812.peg.2009;
rxn00029_c0	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	2.0 cpd00338_c0 --> 2.0 cpd00001_c0 + cpd00067_c0 + cpd00689_c0	6666666.653812.peg.3942;
rxn03440_c0	R05076	cpd03588_c0 <=> cpd00001_c0 + cpd03589_c0	6666666.653812.peg.203;
rxn02009_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine gamma-ligase (ADP-forming)	cpd00002_c0 + cpd00039_c0 + cpd00525_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02861_c0	6666666.653812.peg.4974;6666666.653812.peg.1425;
rxn10237_c0	isohexadecanoyl-phosphatidylserine decarboxylase	2.0 cpd00067_c0 + cpd15694_c0 <=> cpd00011_c0 + cpd15700_c0	6666666.653812.peg.4874;
rxn13784_c0	RNA transcription	 --> cpd17043_c0	
rxn07261_c0	R07384	cpd00046_c0 + 2.0 cpd00067_c0 + cpd12606_c0 <=> cpd00444_c0 + cpd12322_c0	6666666.653812.peg.604;
rxn03175_c0	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase	cpd00067_c0 + cpd02979_c0 <=> cpd02991_c0	6666666.653812.peg.1929;
rxn08821_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	cpd00001_c0 + cpd15354_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15237_c0	6666666.653812.peg.1873;
rxn05735_c0	aldehyde dehydrogenase (aminoacetaldehyde, NAD)	cpd00001_c0 + cpd00003_c0 + cpd04122_c0 --> cpd00004_c0 + cpd00033_c0 + 2.0 cpd00067_c0	6666666.653812.peg.3324;6666666.653812.peg.4936;6666666.653812.peg.4722;6666666.653812.peg.5153;6666666.653812.peg.5123;6666666.653812.peg.1292;6666666.653812.peg.1085;6666666.653812.peg.2425;6666666.653812.peg.2039;6666666.653812.peg.4033;
rxn01000_c0	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)	cpd00067_c0 + cpd00219_c0 --> cpd00001_c0 + cpd00011_c0 + cpd00143_c0	666666.653812.peg.1851;
rxn14054_c0	trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase	cpd00003_c0 + cpd04015_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd04017_c0	6666666.653812.peg.4723;6666666.653812.peg.245;6666666.653812.peg.2426;6666666.653812.peg.295;
rxn03287_c0	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	cpd00003_c0 + cpd03231_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03232_c0	6666666.653812.peg.203;
rxn05872_c0	Secondary_alcohol:NAD+ oxidoreductase	cpd00003_c0 + cpd11679_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd11733_c0	6666666.653812.peg.4723;6666666.653812.peg.245;6666666.653812.peg.2426;6666666.653812.peg.295;
rxn01854_c0	N(alpha)-Benzyloxycarbonyl-L-leucine urethanehydrolase	cpd00001_c0 + cpd00067_c0 + cpd02658_c0 <=> cpd00011_c0 + cpd00107_c0 + cpd00435_c0	6666666.653812.peg.731;6666666.653812.peg.56;
rxn05734_c0	aldehyde dehydrogenase (glyoxylate, NAD)	cpd00001_c0 + cpd00003_c0 + cpd00040_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00180_c0	6666666.653812.peg.3324;6666666.653812.peg.4936;6666666.653812.peg.4722;6666666.653812.peg.5153;6666666.653812.peg.5123;6666666.653812.peg.1292;6666666.653812.peg.1085;6666666.653812.peg.2425;6666666.653812.peg.2039;6666666.653812.peg.4033;
rxn03135_c0	R04558	cpd00053_c0 + cpd02991_c0 --> cpd00023_c0 + 2.0 cpd00067_c0 + cpd02843_c0 + cpd02851_c0	
rxn01135_c0	Oxalate:CoA ligase (AMP-forming)	cpd00002_c0 + cpd00010_c0 + cpd00180_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd00262_c0	6666666.653812.peg.3744;
rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase	cpd00171_c0 <=> cpd00198_c0	6666666.653812.peg.2176;6666666.653812.peg.2641;
rxn08711_c0	RXN0-5061.c	cpd03831_c0 + cpd15485_c0 --> cpd00008_c0 + cpd15484_c0	
rxn05347_c0	Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11492_c0 + cpd11494_c0 --> cpd00011_c0 + cpd11488_c0 + cpd11493_c0	6666666.653812.peg.1685;6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn00650_c0	L-cysteinylglycine dipeptidase	cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0	6666666.653812.peg.2026;6666666.653812.peg.4813;6666666.653812.peg.3213;6666666.653812.peg.4201;6666666.653812.peg.2787;6666666.653812.peg.5101;6666666.653812.peg.927;
rxn05012_c0	carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase	cpd00146_c0 + cpd00342_c0 --> cpd00009_c0 + cpd00067_c0 + cpd11209_c0	6666666.653812.peg.1313;6666666.653812.peg.1735;
rxn01639_c0	N-Formimino-L-glutamate formiminohydrolase	cpd00023_c0 + cpd00378_c0 --> cpd00001_c0 + cpd00344_c0	6666666.653812.peg.2798;
rxn02680_c0	Octanoyl-CoA:acetyl-CoA C-acyltransferase	cpd00022_c0 + cpd01335_c0 <=> cpd00010_c0 + cpd03119_c0	6666666.653812.peg.5004;6666666.653812.peg.2992;
rxn02508_c0	N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase	cpd02642_c0 <=> cpd00956_c0	666666.653812.peg.3922;
rxn05451_c0	12-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11515_c0 <=> cpd11439_c0 + cpd11493_c0	6666666.653812.peg.1812;
rxn12191_c0	R08558	cpd00006_c0 + cpd00098_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00447_c0	6666666.653812.peg.4723;6666666.653812.peg.245;6666666.653812.peg.2426;6666666.653812.peg.295;
rxn01754_c0	ATP:erythritol 4-phosphotransferase	cpd00002_c0 + cpd00392_c0 <=> cpd00008_c0 + cpd02203_c0	6666666.653812.peg.4558;6666666.653812.peg.2689;
rxn08813_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)	cpd00001_c0 + cpd15321_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd02090_c0	6666666.653812.peg.1873;
rxn02789_c0	2-Isopropylmalate hydro-lyase	cpd01646_c0 <=> cpd00001_c0 + cpd01710_c0	6666666.653812.peg.2587;6666666.653812.peg.2589;
rxn07684_c0	R07894	cpd00003_c0 + cpd15049_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd15050_c0	6666666.653812.peg.203;
rxn00799_c0	(S)-malate hydro-lyase (fumarate-forming)	cpd00130_c0 <=> cpd00001_c0 + cpd00106_c0	6666666.653812.peg.1951;6666666.653812.peg.4274;
rxn00791_c0	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase	cpd00093_c0 + cpd00103_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02642_c0	6666666.653812.peg.2191;
rxn01646_c0	N-Ribosylnicotinamide:orthophosphate ribosyltransferase	cpd00009_c0 + cpd02016_c0 <=> cpd00067_c0 + cpd00133_c0 + cpd00475_c0	6666666.653812.peg.538;
rxn05029_c0	ATP:cobinamide Cobeta-adenosyltransferase	cpd00002_c0 + cpd00067_c0 + cpd03422_c0 <=> cpd00421_c0 + cpd03918_c0	6666666.653812.peg.2596;
rxn08840_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	cpd00001_c0 + cpd15338_c0 --> cpd00067_c0 + cpd00908_c0 + cpd15298_c0	6666666.653812.peg.1873;
rxn03860_c0	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase	cpd00003_c0 + cpd06711_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd06712_c0	6666666.653812.peg.203;
rxn06197_c0	ATP:protein-L-histidine N(pi)-phosphotransferase	cpd00002_c0 + cpd11712_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd12508_c0	6666666.653812.peg.4366;
rxn07454_c0	(Z)-phenylacetaldehyde-oxime hydro-lyase	cpd14796_c0 <=> cpd00001_c0 + cpd14795_c0	6666666.653812.peg.3808;
rxn03136_c0	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	cpd02921_c0 <=> cpd00067_c0 + cpd00106_c0 + cpd02851_c0	6666666.653812.peg.4636;
rxn03137_c0	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase	cpd00201_c0 + cpd02851_c0 <=> cpd00087_c0 + cpd02884_c0	6666666.653812.peg.2798;
rxn00161_c0	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	cpd00006_c0 + cpd00130_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00020_c0	6666666.653812.peg.872;6666666.653812.peg.2280;
rxn04954_c0	5-methyltetrahydrofolate:NAD+ oxidoreductase	cpd00003_c0 + cpd00345_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00125_c0	6666666.653812.peg.2378;
rxn00980_c0	2-Phosphoglycolate phosphohydrolase	cpd00001_c0 + cpd00727_c0 --> cpd00009_c0 + cpd00139_c0	6666666.653812.peg.633;6666666.653812.peg.4166;
rxn00615_c0	ATP:glycerol 3-phosphotransferase	cpd00002_c0 + cpd00100_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00080_c0	6666666.653812.peg.4558;6666666.653812.peg.2689;
rxn06870_c0	[Protein]-L-serine epimerase	cpd12044_c0 <=> cpd12868_c0	6666666.653812.peg.4111;
rxn00704_c0	alpha-D-Glucose 1-phosphate 1,6-phosphomutase	cpd00089_c0 <=> cpd00079_c0	6666666.653812.peg.4596;
rxn07673_c0	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	cpd00192_c0 + cpd15028_c0 <=> cpd00010_c0 + cpd15067_c0	6666666.653812.peg.634;
rxn10806_c0	cytochrome oxidase bd (menaquinol-8: 2 protons)	2.0 cpd00067_c0 + 2.0 cpd00109_c0 + cpd15499_c0 --> 4.0 cpd00067_e0 + 2.0 cpd00110_c0 + cpd15500_c0	6666666.653812.peg.4150;6666666.653812.peg.3110;6666666.653812.peg.580;6666666.653812.peg.2364;6666666.653812.peg.4151;
rxn12635_c0	RXN0-6974.c	cpd00001_c0 + cpd11591_c0 <=> cpd00033_c0 + cpd00060_c0	6666666.653812.peg.2026;6666666.653812.peg.4813;6666666.653812.peg.3213;6666666.653812.peg.4201;6666666.653812.peg.2787;6666666.653812.peg.5101;6666666.653812.peg.927;
rxn09449_c0	acyl-coenzyme A ligase	cpd00002_c0 + cpd00010_c0 + cpd01080_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00327_c0	6666666.653812.peg.5005;6666666.653812.peg.1757;6666666.653812.peg.2056;6666666.653812.peg.1330;6666666.653812.peg.1090;6666666.653812.peg.1046;6666666.653812.peg.48;6666666.653812.peg.5073;6666666.653812.peg.3326;
rxn00077_c0	ATP:NAD+ 2'-phosphotransferase	cpd00002_c0 + cpd00003_c0 <=> cpd00006_c0 + cpd00008_c0 + cpd00067_c0	6666666.653812.peg.948;
rxn10223_c0	isopentadecanoyl-phosphatidate cytidylyltransferase	cpd00052_c0 + cpd15680_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15686_c0	6666666.653812.peg.3020;6666666.653812.peg.4135;
rxn09199_c0	Phosphatidylserine decarboxylase (n-C14:1)	2.0 cpd00067_c0 + cpd15554_c0 <=> cpd00011_c0 + cpd15530_c0	6666666.653812.peg.4874;
rxn01200_c0	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	cpd00102_c0 + cpd00238_c0 <=> cpd00101_c0 + cpd00198_c0	6666666.653812.peg.1313;6666666.653812.peg.1735;
rxn00763_c0	Glycerol:NAD+ oxidoreductase	cpd00003_c0 + cpd00100_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00448_c0	6666666.653812.peg.4723;6666666.653812.peg.245;6666666.653812.peg.2426;6666666.653812.peg.295;
rxn08819_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	cpd00001_c0 + cpd15362_c0 --> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15298_c0	6666666.653812.peg.1873;
rxn10259_c0	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	cpd00080_c0 + cpd15683_c0 <=> cpd00046_c0 + cpd15716_c0	6666666.653812.peg.2401;
rxn00338_c0	L-aspartate:oxygen oxidoreductase	cpd00007_c0 + cpd00041_c0 --> cpd00025_c0 + cpd00067_c0 + cpd03470_c0	6666666.653812.peg.4604;
rxn11749_c0	5'-deoxy-5-fluorocytidine aminohydrolase	cpd00001_c0 + cpd00067_c0 + cpd16439_c0 <=> cpd00013_c0 + cpd16329_c0	6666666.653812.peg.5086;6666666.653812.peg.2685;
rxn00409_c0	ATP:CDP phosphotransferase	cpd00002_c0 + cpd00096_c0 <=> cpd00008_c0 + cpd00052_c0	6666666.653812.peg.1788;
rxn03901_c0	undecaprenyl-diphosphate phosphohydrolase	cpd00001_c0 + cpd02229_c0 --> cpd00009_c0 + 2.0 cpd00067_c0 + cpd00286_c0	6666666.653812.peg.503;
rxn00929_c0	L-Proline:NAD+ 5-oxidoreductase	cpd00003_c0 + cpd00129_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd02431_c0	6666666.653812.peg.5054;6666666.653812.peg.1231;6666666.653812.peg.2252;
rxn00921_c0	4-hydroxybenzoate carboxy-lyase (phenol-forming)	cpd00067_c0 + cpd00136_c0 <=> cpd00011_c0 + cpd00127_c0	6666666.653812.peg.4874;
rxn05421_c0	8-methyl-nonanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11492_c0 + cpd11557_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11558_c0	6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn00441_c0	R00621	cpd00024_c0 + cpd00056_c0 + cpd00067_c0 --> cpd00011_c0 + cpd03189_c0	6666666.653812.peg.569;
rxn03511_c0	ADP-D-glycero-D-manno-heptose 6-epimerase	cpd03830_c0 --> cpd03831_c0	
rxn09108_c0	Phosphatidylglycerol synthase (n-C12:0)	cpd00080_c0 + cpd15417_c0 <=> cpd00046_c0 + cpd15542_c0	6666666.653812.peg.2401;
rxn02230_c0	3-mercaptopyruvate:cyanide sulfurtransferase	cpd00150_c0 + cpd00706_c0 <=> cpd00020_c0 + cpd00067_c0 + cpd01211_c0	6666666.653812.peg.3001;6666666.653812.peg.1473;
rxn09448_c0	fatty-acid--CoA ligase (octadecenoate)	cpd00002_c0 + cpd00010_c0 + cpd15269_c0 --> cpd00012_c0 + cpd00018_c0 + cpd15274_c0	6666666.653812.peg.5005;6666666.653812.peg.1757;6666666.653812.peg.2056;6666666.653812.peg.1330;6666666.653812.peg.1090;6666666.653812.peg.1046;6666666.653812.peg.48;6666666.653812.peg.5073;6666666.653812.peg.3326;
rxn01973_c0	N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase	cpd00001_c0 + cpd02698_c0 <=> cpd00036_c0 + cpd00504_c0	6666666.653812.peg.2925;
rxn05736_c0	acyl-coenzyme A ligase	cpd00002_c0 + cpd00010_c0 + cpd03847_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd01695_c0	6666666.653812.peg.5005;6666666.653812.peg.1757;6666666.653812.peg.2056;6666666.653812.peg.1330;6666666.653812.peg.1090;6666666.653812.peg.1046;6666666.653812.peg.48;6666666.653812.peg.5073;6666666.653812.peg.3326;
rxn05383_c0	3-methylbutanoyl-CoA:[acyl-carrier-protein] transferase	cpd01882_c0 + cpd11493_c0 <=> cpd00010_c0 + cpd00067_c0 + cpd11520_c0	6666666.653812.peg.1812;
rxn05390_c0	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	cpd11526_c0 --> cpd00001_c0 + cpd11527_c0	
rxn05369_c0	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	cpd11505_c0 --> cpd00001_c0 + cpd11506_c0	
rxn08713_c0	heptosyltransferase IV (LPS core synthesis)	cpd03831_c0 + cpd15477_c0 --> cpd00008_c0 + cpd15432_c0	
rxn08708_c0	LPS heptose kinase I (LPS core synthesis)	cpd00002_c0 + cpd15484_c0 --> cpd00008_c0 + 4.0 cpd00067_c0 + cpd15549_c0	
rxn05402_c0	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	cpd11538_c0 --> cpd00001_c0 + cpd11539_c0	
rxn05393_c0	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd11529_c0 <=> cpd00006_c0 + cpd11530_c0	
rxn06023_c0	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase	cpd00010_c0 + cpd12370_c0 <=> cpd00045_c0 + cpd11493_c0	666666.653812.peg.433;
rxn03916_c0	ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	cpd00002_c0 + cpd04920_c0 --> cpd00012_c0 + cpd03830_c0	
rxn05438_c0	14-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	cpd00004_c0 + cpd00067_c0 + cpd11518_c0 --> cpd00003_c0 + cpd11519_c0	
rxn00364_c0	ATP:CMP phosphotransferase	cpd00002_c0 + cpd00046_c0 + cpd00067_c0 <=> cpd00008_c0 + cpd00096_c0	6666666.653812.peg.3917;
rxn13783_c0	DNA replication	 --> cpd17042_c0	
rxn00179_c0	ATP:L-glutamate 5-phosphotransferase	cpd00002_c0 + cpd00023_c0 <=> cpd00008_c0 + cpd02097_c0	6666666.653812.peg.4203;
rxn02320_c0	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase	cpd00024_c0 + cpd00807_c0 <=> cpd00023_c0 + cpd00930_c0	6666666.653812.peg.668;
rxn08556_c0	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase	cpd00080_c0 + cpd15560_c0 --> cpd00095_c0 + cpd15561_c0	6666666.653812.peg.4565;
rxn05459_c0	stearyl-ACP:[acyl-carrier-protein] transferase	cpd00010_c0 + cpd00067_c0 + cpd11573_c0 <=> cpd00327_c0 + cpd11493_c0	6666666.653812.peg.1812;
rxn01997_c0	dTDPglucose 4,6-hydro-lyase	cpd00626_c0 --> cpd00001_c0 + cpd00521_c0	6666666.653812.peg.2175;
rxn00727_c0	Chorismate pyruvate-lyase (amino-accepting)	cpd00053_c0 + cpd00216_c0 --> cpd00020_c0 + cpd00023_c0 + cpd00067_c0 + cpd00093_c0	6666666.653812.peg.2186;6666666.653812.peg.3074;6666666.653812.peg.1384;
rxn05466_c0	TRANS-RXN-173.ce	cpd00013_e0 <=> cpd00013_c0	6666666.653812.peg.2084;
rxn09111_c0	Phosphatidylglycerol synthase (n-C16:0)	cpd00080_c0 + cpd15419_c0 <=> cpd00046_c0 + cpd15545_c0	6666666.653812.peg.2401;
rxn09114_c0	Phosphatidylglycerol synthase (n-C18:1)	cpd00080_c0 + cpd15420_c0 <=> cpd00046_c0 + cpd15548_c0	6666666.653812.peg.2401;
rxn06937_c0	L-glutamate:tRNA(Glu) ligase (AMP-forming)	cpd00002_c0 + cpd00023_c0 + cpd11912_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd12227_c0	6666666.653812.peg.3837;
rxn12646_c0	RXN0-6983.c	cpd00001_c0 + cpd11580_c0 <=> cpd00033_c0 + cpd00053_c0	6666666.653812.peg.2026;6666666.653812.peg.4813;6666666.653812.peg.3213;6666666.653812.peg.4201;6666666.653812.peg.2787;6666666.653812.peg.5101;6666666.653812.peg.927;
rxn06098_c0	Phosphatidylcholine:sterol O-acyltransferase	cpd00301_c0 + cpd11624_c0 <=> cpd02601_c0 + cpd11979_c0	6666666.653812.peg.3002;
rxn09210_c0	Phosphatidylserine syntase (n-C18:0)	cpd00054_c0 + cpd15421_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15557_c0	6666666.653812.peg.4873;
rxn03618_c0	formaldehyde:NAD+ oxidoreductase (mycothiol-formylating)	cpd00003_c0 + cpd00055_c0 + cpd04105_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd04106_c0	6666666.653812.peg.2858;
rxn00740_c0	O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)	cpd00001_c0 + cpd00822_c0 --> cpd00013_c0 + cpd00036_c0 + cpd00067_c0 + cpd00094_c0	6666666.653812.peg.5251;
rxn14089_c0	cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase	cpd00003_c0 + cpd04016_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd15064_c0	6666666.653812.peg.4723;6666666.653812.peg.245;6666666.653812.peg.2426;6666666.653812.peg.295;
rxn01548_c0	guanosine:phosphate alpha-D-ribosyltransferase	cpd00009_c0 + cpd00311_c0 <=> cpd00207_c0 + cpd00475_c0	6666666.653812.peg.538;
rxn08812_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)	cpd00001_c0 + cpd15320_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd15298_c0	6666666.653812.peg.1873;
rxn03147_c0	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)	cpd00002_c0 + cpd00041_c0 + cpd02893_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02921_c0	6666666.653812.peg.2944;6666666.653812.peg.4061;
rxn05557_c0	iron (III) dicitrate transport via ABC system	cpd00001_c0 + cpd00002_c0 + 2.0 cpd00137_e0 + cpd10516_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + 2.0 cpd00137_c0 + cpd10516_c0	6666666.653812.peg.3120;6666666.653812.peg.2637;6666666.653812.peg.3099;6666666.653812.peg.304;6666666.653812.peg.1209;
rxn05388_c0	5-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11492_c0 + cpd11524_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11525_c0	6666666.653812.peg.2989;6666666.653812.peg.1904;
